scraped_at,category,product_id,name,brand,variant,price_ex_vat_gbp,unit_price_raw,region,promo_label,status,product_url,image_url,rating_stars,review_count,price_inc_vat_gbp,price_before_discount_gbp,style_body,style_richness,style_smoke,style_sweetness,character_notes,fact_bottler,fact_country,fact_region,fact_cask_type,fact_colouring
2026-01-15 09:16:13,Single Malt,51201,Arran Quarter Cask,Arran,70cl / 56.2%,48.75,(£76.43 per litre),Island,Special Offer: £5 Off!,In Stock,https://www.thewhiskyexchange.com/p/51201/arran-quarter-cask,https://img.thewhiskyexchange.com/380/arrob.non70.jpg?v=202407241,4.5,7,53.50,58.50,3,3,0,3,Vanilla|Cinnamon|Honey|Coconut|Pineapple|Black Pepper,Distillery Bottling,Scotland,Island,Quarter Cask,No
2026-01-15 09:16:13,Single Malt,33706,Tomatin 18 Year Old / Oloroso Sherry Finish,Tomatin,70cl / 46%,91.67,(£129.93 per litre),Highland,Special Offer: £19.05 Off!,In Stock,https://www.thewhiskyexchange.com/p/33706/tomatin-18-year-old-oloroso-sherry-finish,https://img.thewhiskyexchange.com/380/tomob.18yov2.jpg?v=202407241,5,5,90.95,110,3,3,0,2,Lemon|Orange|Dark Chocolate|Honey|Oak,Distillery Bottling,Scotland,Highland,First-fill Oloroso Sherry Butt Finish,
2026-01-15 09:16:13,Single Malt,69951,Benriach The Sixteen / 16 Year Old,Benriach,70cl / 43%,58.96,(£83.93 per litre),Speyside,Special Offer: £12 Off!,In Stock,https://www.thewhiskyexchange.com/p/69951/benriach-the-sixteen-16-year-old,https://img.thewhiskyexchange.com/380/bnrob.16yov5.jpg?v=202407241,4,4,58.75,70.75,3,2,1,3,Honey|Apple|Apricot|Cinnamon|Oak|Hazelnut,Distillery Bottling,Scotland,Speyside,Barrel,
2026-01-15 09:16:13,Single Malt,51441,Glenfiddich 23 Year Old / Grand Cru,Glenfiddich,70cl / 40%,216.67,(£371.43 per litre),Speyside,,In Stock,https://www.thewhiskyexchange.com/p/51441/glenfiddich-23-year-old-grand-cru,https://img.thewhiskyexchange.com/380/gfdob.23yo.jpg?v=202407241,4.5,8,260,,3,3,0,3,Brioche|Apple|Peach|Biscuits,Distillery Bottling,Scotland,Speyside,Wine  Finish,
2026-01-15 09:16:13,Single Malt,17955,Longrow Peated,Longrow,70cl / 46%,41.62,(£71.36 per litre),Campbeltown,,In Stock,https://www.thewhiskyexchange.com/p/17955/longrow-peated,https://img.thewhiskyexchange.com/380/lgrob.non1.jpg?v=202407241,4.5,14,49.95,,,,,,,Distillery Bottling,Scotland,Campbeltown,,No
2026-01-15 09:16:13,Single Malt,86319,Caol Ila 2007 / 17 Year Old / Oloroso Cask 3 / Signatory,Caol Ila,70cl / 57.8%,106.67,(£182.86 per litre),Islay,,In Stock,https://www.thewhiskyexchange.com/p/86319/caol-ila-2007-17-year-old-oloroso-cask-3-signatory,https://img.thewhiskyexchange.com/380/cilsig2007v11.jpg?v=202407241,,,128,,3,4,4,3,Dates|Sultana|Toffee|Hazelnut|Nutmeg|Lemon,Signatory,Scotland,Islay,First-fill Oloroso Sherry Butt,No
2026-01-15 09:16:13,Single Malt,86610,Kilchoman Machir Bay Cask Strength / 2025 Edition,Kilchoman,70cl / 58.1%,49.96,(£85.64 per litre),Islay,,In Stock,https://www.thewhiskyexchange.com/p/86610/kilchoman-machir-bay-cask-strength-2025-edition,https://img.thewhiskyexchange.com/380/kilob.non62.jpg?v=202407241,,,59.95,,4,4,3,3,Seashell|Malt|Cream|Vanilla|Papaya,Distillery Bottling,Scotland,Islay,,No
2026-01-15 09:16:13,Single Malt,50725,Ledaig 18 Year Old,Ledaig,70cl / 46.3%,85.83,(£147.14 per litre),Island,,In Stock,https://www.thewhiskyexchange.com/p/50725/ledaig-18-year-old,https://img.thewhiskyexchange.com/380/ldgob.18yov3.jpg?v=202407241,4.5,15,103,,4,5,4,4,Smoke|Eucalyptus|Mint|Vanilla|Peach|Sherry,Distillery Bottling,Scotland,Island,Sherry  Finish,
2026-01-15 09:16:13,Single Malt,30154,Glen Scotia 15 Year Old,Glen Scotia,70cl / 46%,60.42,(£103.57 per litre),Campbeltown,,In Stock,https://www.thewhiskyexchange.com/p/30154/glen-scotia-15-year-old,https://img.thewhiskyexchange.com/380/gstob.15yov1.jpg?v=202407241,4.5,15,72.50,,,,,,Oak|Apricot|Ginger|Lemongrass|Orange|Vanilla,Distillery Bottling,Scotland,Campbeltown,Bourbon,Yes
2026-01-15 09:16:13,Single Malt,85393,Glengoyne 18 Year Old,Glengoyne,70cl / 43%,100.0,(£171.43 per litre),Highland,,In Stock,https://www.thewhiskyexchange.com/p/85393/glengoyne-18-year-old,https://img.thewhiskyexchange.com/380/ggoob.18yov2.jpg?v=202407241,,,120,,4,4,0,3,Marzipan|Walnut|Honey|Oats|Apple|Melon,Distillery Bottling,Scotland,Highland,,
2026-01-15 09:16:13,Single Malt,2078,Glenfarclas 105°,Glenfarclas,70cl / 60%,63.75,(£109.29 per litre),Speyside,,In Stock,https://www.thewhiskyexchange.com/p/2078/glenfarclas-105,https://img.thewhiskyexchange.com/380/gfcob.non1.jpg?v=202407241,4.5,37,76.50,,5,5,1,3,Christmas Cake|Liquorice root|Prunes|Dates,Distillery Bottling,Scotland,Speyside,,No
2026-01-15 09:16:13,Single Malt,72522,Glendronach Ode to the Valley,Glendronach,70cl / 46.2%,48.54,(£83.21 per litre),Highland,,In Stock,https://www.thewhiskyexchange.com/p/72522/glendronach-ode-to-the-valley,https://img.thewhiskyexchange.com/380/grnob.non19.jpg?v=202407241,,,58.25,,4,4,0,3,Pastries|Apple|Raspberry|Candied peel|Crystallised ginger|Walnut,Distillery Bottling,Scotland,Highland,,No
2026-01-15 09:16:13,Single Malt,85238,Arran 12 Year Old Duero Discovery / Signature Series Edition 3,Arran,70cl / 50%,67.71,(£116.07 per litre),Island,,In Stock,https://www.thewhiskyexchange.com/p/85238/arran-12-year-old-duero-discovery-signature-series-edition-3,https://img.thewhiskyexchange.com/380/arrob.12yov9.jpg?v=202407241,,,81.25,,,,,,Redcurrant|Hazelnut|Caramel|Orange|Nutmeg,,Scotland,Island,,No
2026-01-15 09:16:13,Single Malt,57481,Ledaig Rioja Cask Finish / Sinclair Series,Ledaig,70cl / 46.3%,31.88,(£54.64 per litre),Island,,In Stock,https://www.thewhiskyexchange.com/p/57481/ledaig-rioja-cask-finish-sinclair-series,https://img.thewhiskyexchange.com/380/ldgob.non5.jpg?v=202407241,4.5,17,38.25,,,,,,Smoke|Raspberry|Grass|Cinnamon|Almond|Leather,Distillery Bottling,Scotland,Island,Rioja Wine  Finish,
2026-01-15 09:16:13,Single Malt,84309,Ardnahoe Bholsa,Ardnahoe,70cl / 50%,50.42,(£86.43 per litre),Islay,,In Stock,https://www.thewhiskyexchange.com/p/84309/ardnahoe-bholsa,https://img.thewhiskyexchange.com/380/anhob.non2.jpg?v=202407241,,,60.50,,3,4,3,3,Orange|Plums|Peat smoke|Raisins|Sherry,Distillery Bottling,Scotland,Islay,,No
2026-01-15 09:16:13,Single Malt,7936,Auchentoshan 12 Year Old,Auchentoshan,70cl / 40%,28.75,(£49.29 per litre),Lowland,,In Stock,https://www.thewhiskyexchange.com/p/7936/auchentoshan-12-year-old,https://img.thewhiskyexchange.com/380/aucob.12yov6.jpg?v=202407241,4,47,34.50,,3,2,0,4,Cream|Hazelnut|Leaves|Lime|Ginger,Distillery Bottling,Scotland,Lowland,,Yes
2026-01-15 09:16:13,Single Malt,73326,Benrinnes 15 Year Old / Flora & Fauna,Benrinnes,70cl / 43%,52.92,(£90.71 per litre),Speyside,,In Stock,https://www.thewhiskyexchange.com/p/73326/benrinnes-15-year-old-flora-fauna,https://img.thewhiskyexchange.com/380/brnob.15yo.jpg?v=202407241,4.5,3,63.50,,,,,,,Distillery Bottling,Scotland,Speyside,,
2026-01-15 09:16:13,Single Malt,7620,Aberlour 18 Year Old,Aberlour,70cl / 43%,125.0,(£214.29 per litre),Speyside,,In Stock,https://www.thewhiskyexchange.com/p/7620/aberlour-18-year-old,https://img.thewhiskyexchange.com/380/ablob.18yo.jpg?v=202407241,4.5,12,150,,4,4,0,3,Sherry|Raisins|Cherry|Cinnamon|Christmas Cake,Distillery Bottling,Scotland,Speyside,,Yes
2026-01-15 09:16:13,Single Malt,34586,Glen Moray Sherry Cask Finish,Glen Moray,70cl / 40%,23.29,(£39.93 per litre),Speyside,,In Stock,https://www.thewhiskyexchange.com/p/34586/glen-moray-sherry-cask-finish,https://img.thewhiskyexchange.com/380/gmyob.non7.jpg?v=202407241,5,13,27.95,,2,3,0,3,Dark Chocolate|Vanilla|Dried Fruit|Cinnamon|Toffee|Orange,Distillery Bottling,Scotland,Speyside,Sherry  Finish,
2026-01-15 09:16:13,Single Malt,82608,Black Friday 2024 / Highland 16 Year Old (2008),Jura,70cl / 53.8%,62.46,(£107.07 per litre),Island,,In Stock,https://www.thewhiskyexchange.com/p/82608/black-friday-2024-highland-16-year-old-2008,https://img.thewhiskyexchange.com/380/iojtwe2008.jpg?v=202407241,,,,,,,,,,,,,,
2026-01-15 09:16:18,Single Malt,85600,Inchgower 2011 / 13 Year Old / 100 Proof Edition #53 / Signatory,Inchgower,70cl / 57.1%,38.75,(£66.43 per litre),Speyside,,In Stock,https://www.thewhiskyexchange.com/p/85600/inchgower-2011-13-year-old-100-proof-edition-53-signatory,https://img.thewhiskyexchange.com/380/ingsig2011v4.jpg?v=202407241,,,46.50,,4,3,0,4,Dried Fruit|Apple|Nutmeg|Caraway|Almond|Dark Chocolate,Signatory,Scotland,Speyside,First-fill Oloroso Sherry Butt,No
2026-01-15 09:16:18,Single Malt,86397,Kilchoman 11 Year Old 100% Islay / Sherry Cask Matured,Kilchoman,70cl / 50%,66.25,(£113.57 per litre),Islay,,In Stock,https://www.thewhiskyexchange.com/p/86397/kilchoman-11-year-old-100-islay-sherry-cask-matured,https://img.thewhiskyexchange.com/380/kilob.11yo.jpg?v=202407241,,,79.50,,4,4,4,4,Barbecue sauce|Dried Fruit|Figs|Clove|Smoke|Candied peel,Distillery Bottling,Scotland,Islay,Oloroso Sherry Butt,No
2026-01-15 09:16:18,Single Malt,39311,Macallan Classic Cut 2024 Release,Macallan,70cl / 52.4%,104.17,(£178.57 per litre),Speyside,,In Stock,https://www.thewhiskyexchange.com/p/39311/macallan-classic-cut-2024-release,https://img.thewhiskyexchange.com/380/macob.non120.jpg?v=202407241,,,125,,4,4,0,3,Lemongrass|Sponge cake|Pear|Nutmeg|Oak|Milk Chocolate,Distillery Bottling,Scotland,Speyside,,No
2026-01-15 09:16:18,Single Malt,7957,Auchentoshan Three Wood,Auchentoshan,70cl / 43%,41.04,(£70.36 per litre),Lowland,,In Stock,https://www.thewhiskyexchange.com/p/7957/auchentoshan-three-wood,https://img.thewhiskyexchange.com/380/aucob.non2.jpg?v=202407241,4.5,74,49.25,,2,3,0,2,Blackberry|Orange|Prunes|Raisins,Distillery Bottling,Scotland,Lowland,,Yes
2026-01-15 09:16:18,Single Malt,85632,Talisker 14 Year Old / Special Releases 2025,Talisker,70cl / 53.9%,116.67,(£200 per litre),Island,,In Stock,https://www.thewhiskyexchange.com/p/85632/talisker-14-year-old-special-releases-2025,https://img.thewhiskyexchange.com/380/talob.14yo.jpg?v=202407241,,,140,,4,4,4,3,Peat smoke|Cream|Brine|Grape|Earth|Ash,Distillery Bottling,Scotland,Island,,
2026-01-15 09:16:18,Single Malt,85671,Octomore Edition 16.1 / 5 Year Old / Bourbon Cask / Scottish Barley,Octomore,70cl / 59.3%,116.67,(£200 per litre),Islay,,In Stock,https://www.thewhiskyexchange.com/p/85671/octomore-edition-161-5-year-old-bourbon-cask-scottish-barley,https://img.thewhiskyexchange.com/380/octob.05yov33.jpg?v=202407241,,,140,,4,5,5,3,Meat|Smoke|Fudge|Biscuits|Coffee|Peat smoke,Distillery Bottling,Scotland,Islay,,No
2026-01-15 09:16:18,Single Malt,79557,Knockando 21 Year Old Master Reserve / Glass Pack,Knockando,70cl / 43%,100.0,(£171.43 per litre),Speyside,,In Stock,https://www.thewhiskyexchange.com/p/79557/knockando-21-year-old-master-reserve-glass-pack,https://img.thewhiskyexchange.com/380/kadob.21yov1.jpg?v=202407241,,,120,,4,4,0,3,Praline|Apple|Almond|Honeycomb,Distillery Bottling,Scotland,Speyside,,
2026-01-15 09:16:18,Single Malt,84178,Glenlossie 2012 /12 Year Old / 100 Proof Edition #35 / Signatory,Glenlossie,70cl / 57.1%,39.79,(£68.21 per litre),Speyside,,In Stock,https://www.thewhiskyexchange.com/p/84178/glenlossie-2012-12-year-old-100-proof-edition-35-signatory,https://img.thewhiskyexchange.com/380/glosig2012.jpg?v=202407241,,,47.75,,3,4,0,3,Vanilla|Apple|Lemon|Honey|Barley,Signatory,Scotland,Speyside,First Fill Oloroso  Sherry,
2026-01-15 09:16:18,Single Malt,10832,Glen Garioch Founder's Reserve,Glen Garioch,70cl / 48%,31.04,(£53.21 per litre),Highland,,In Stock,https://www.thewhiskyexchange.com/p/10832/glen-garioch-founders-reserve,https://img.thewhiskyexchange.com/380/ggrob.non1.jpg?v=202407241,3.5,20,37.25,,3,2,1,3,Malt|Honey|Oak|Biscuits,Distillery Bottling,Scotland,Highland,,Yes
2026-01-15 09:16:18,Single Malt,81581,Glenallachie 12 Year Old Sauternes Finish / UK Exclusive,Glenallachie,70cl / 48%,49.12,(£84.21 per litre),Speyside,,In Stock,https://www.thewhiskyexchange.com/p/81581/glenallachie-12-year-old-sauternes-finish-uk-exclusive,https://img.thewhiskyexchange.com/380/gleob.12yov9.jpg?v=202407241,,,58.95,,4,3,0,3,Honey|Pineapple|Grapefruit|Peach|Nutmeg,Distillery Bottling,Scotland,Speyside,Sauternes Wine  Finish,No
2026-01-15 09:16:18,Single Malt,33585,Balvenie 15 Year Old / Madeira Cask,Balvenie,70cl / 43%,137.5,(£235.71 per litre),Speyside,,In Stock,https://www.thewhiskyexchange.com/p/33585/balvenie-15-year-old-madeira-cask,https://img.thewhiskyexchange.com/380/balob.15yov10.jpg?v=202407241,,,,,,,,,,,,,,
2026-01-15 09:16:18,Single Malt,59721,Laphroaig 10 Year Old Sherry Oak Finish,Laphroaig,70cl / 48%,46.62,(£79.93 per litre),Islay,,In Stock,https://www.thewhiskyexchange.com/p/59721/laphroaig-10-year-old-sherry-oak-finish,https://img.thewhiskyexchange.com/380/lrgob.10yov79.jpg?v=202407241,4.5,14,55.95,,3,4,3,3,Clove|Smoke|Toffee|Dark Chocolate|Honey|Iodine (tcp),Distillery Bottling,Scotland,Islay,Oloroso Sherry  Finish,
2026-01-15 09:16:18,Single Malt,32496,Laphroaig Lore,Laphroaig,70cl / 48%,53.12,(£91.07 per litre),Islay,,In Stock,https://www.thewhiskyexchange.com/p/32496/laphroaig-lore,https://img.thewhiskyexchange.com/380/lrgob.non16.jpg?v=202407241,4,24,63.75,,4,4,3,3,Smoke|Black Pepper|Toffee|Cream|Chestnut|Dark Chocolate,Distillery Bottling,Scotland,Islay,,Yes
2026-01-15 09:16:18,Single Malt,49646,Glen Scotia Victoriana,Glen Scotia,70cl / 54.2%,63.54,(£108.93 per litre),Campbeltown,,In Stock,https://www.thewhiskyexchange.com/p/49646/glen-scotia-victoriana,https://img.thewhiskyexchange.com/380/gstob.non6.jpg?v=202407241,5,12,76.25,,4,4,2,3,Vanilla|Oak|Black Pepper|Apple|Almond,Distillery Bottling,Scotland,Campbeltown,,No
2026-01-15 09:16:18,Single Malt,81026,Glenmorangie 18 Year Old The Infinita,Glenmorangie,70cl / 43%,103.33,(£177.14 per litre),Highland,,In Stock,https://www.thewhiskyexchange.com/p/81026/glenmorangie-18-year-old-the-infinita,https://img.thewhiskyexchange.com/380/gmgob.18yov21.jpg?v=202407241,3.5,5,124,,4,4,1,3,Figs|Marmalade|Green tea|Honeycomb|Lemongrass|Smoke,Distillery Bottling,Scotland,Highland,,
2026-01-15 09:16:18,Single Malt,85813,Glenturret Triple Wood / 2025 Release,Glenturret,70cl / 45%,49.12,(£84.21 per litre),Highland,,In Stock,https://www.thewhiskyexchange.com/p/85813/glenturret-triple-wood-2025-release,https://img.thewhiskyexchange.com/380/gtuob.non13.jpg?v=202407241,,,58.95,,4,3,0,3,Honey|Hazelnut|Sherry|Dried Fruit|Toffee|Ginger,,Scotland,Highland,,No
2026-01-15 09:16:18,Single Malt,2172,Glen Garioch 12 Year Old,Glen Garioch,70cl / 48%,36.88,(£63.21 per litre),Highland,,In Stock,https://www.thewhiskyexchange.com/p/2172/glen-garioch-12-year-old,https://img.thewhiskyexchange.com/380/ggrob.12yo.jpg?v=202407241,4.5,35,44.25,,3,4,0,2,Dried Fruit|Coffee|Toast|Oak,Distillery Bottling,Scotland,Highland,,Yes
2026-01-15 09:16:18,Single Malt,32572,Glen Scotia Double Cask / Rum Finish,Glen Scotia,70cl / 46%,39.96,(£54.21 per litre),Campbeltown,Special Offer: £10 Off!,In Stock,https://www.thewhiskyexchange.com/p/32572/glen-scotia-double-cask-rum-finish,https://img.thewhiskyexchange.com/380/gstob.non3.jpg?v=202407241,,,37.95,47.95,3,2,0,3,Banana|Peach|Pineapple|Salt (powder)|Coconut|Caramel,Distillery Bottling,Scotland,Campbeltown,First-fill Demerara Rum Barrel Finish,No
2026-01-15 09:16:18,Single Malt,4154,Old Pulteney 12 Year Old,Old Pulteney,70cl / 40%,32.71,(£48.93 per litre),Highland,Special Offer: £5 Off!,In Stock,https://www.thewhiskyexchange.com/p/4154/old-pulteney-12-year-old,https://img.thewhiskyexchange.com/380/opnob.12yo.jpg?v=202407241,4,137,34.25,39.25,3,3,1,3,Lemon|Lime|Brine|Smoke|Banana|Black Pepper,Distillery Bottling,Scotland,Highland,Bourbon,Yes
2026-01-15 09:16:18,Single Malt,83918,Macallan 1998 / 26 Year Old / Cask #21603913 / Speymalt / Gordon & MacPhail,Macallan,70cl / 52.8%,379.17,(£650 per litre),Speyside,,In Stock,https://www.thewhiskyexchange.com/p/83918/macallan-1998-26-year-old-cask-21603913-speymalt-gordon-macphail,https://img.thewhiskyexchange.com/380/macg!m1998v3.jpg?v=202407241,,,455,,4,4,0,3,Cherry|Nutmeg|Malt|Butterscotch|Apple|Almond,Gordon & MacPhail,Scotland,Speyside,,
2026-01-15 09:16:18,Single Malt,86551,Edradour 2015 / 10 Year Old / Sherry Cask 299 / Signatory,Edradour,70cl / 46%,45.79,(£78.50 per litre),Highland,,In Stock,https://www.thewhiskyexchange.com/p/86551/edradour-2015-10-year-old-sherry-cask-299-signatory,https://img.thewhiskyexchange.com/380/edrsig2015.jpg?v=202407241,,,54.95,,,,,,,,Scotland,Highland,First-fill Oloroso Sherry Butt,
2026-01-15 09:16:18,Single Malt,85598,Glenrothes 2015 / 10 Year Old / 100 Proof Edition #50 / Signatory,Glenrothes,70cl / 57.1%,38.75,(£66.43 per litre),Speyside,,In Stock,https://www.thewhiskyexchange.com/p/85598/glenrothes-2015-10-year-old-100-proof-edition-50-signatory,https://img.thewhiskyexchange.com/380/grssig2015v1.jpg?v=202407241,,,46.50,,,,,,Pineapple|Pecan|Butterscotch|Honeycomb|Barley|Apple,Signatory,Scotland,Speyside,First-fill Oloroso Sherry Butt,No
2026-01-15 09:16:18,Single Malt,86697,Royal Brackla 2014 / 11 Year Old / Signatory 100 Proof Edition 67,Royal Brackla,70cl / 57.1%,39.12,(£67.07 per litre),Highland,,In Stock,https://www.thewhiskyexchange.com/p/86697/royal-brackla-2014-11-year-old-signatory-100-proof-edition-67,https://img.thewhiskyexchange.com/380/rblsig2014v1.jpg?v=202407241,,,46.95,,,,,,,Signatory,Scotland,Highland,,No
2026-01-15 09:16:18,Single Malt,11252,Edradour 10 Year Old / Small Bottle,Edradour,20cl / 40%,15.21,(£9.12 per 10cl),Highland,,In Stock,https://www.thewhiskyexchange.com/p/11252/edradour-10-year-old-small-bottle,https://img.thewhiskyexchange.com/380/edrob.10yov12.jpg?v=202407241,5,2,18.25,,3,2,0,3,Honey|Biscuits|Nutmeg|Vanilla|Apple,Distillery Bottling,Scotland,Highland,,No
2026-01-15 09:16:23,Single Malt,14783,Glenkinchie 12 Year Old / Small Bottle,Glenkinchie,20cl / 43%,14.12,(£8.48 per 10cl),Lowland,,In Stock,https://www.thewhiskyexchange.com/p/14783/glenkinchie-12-year-old-small-bottle,https://img.thewhiskyexchange.com/380/gkcob.12yov3.jpg?v=202407241,,,16.95,,2,1,0,3,Vanilla|Cream|Grass|Heather,Distillery Bottling,Scotland,Lowland,,Yes
2026-01-15 09:16:23,Single Malt,86753,Inchgower 2011 / 13 Year Old  / Cask 101 / Signatory Cask Strength,Inchgower,70cl / 59.8%,58.54,(£100.36 per litre),Speyside,,In Stock,https://www.thewhiskyexchange.com/p/86753/inchgower-2011-13-year-old-cask-101-signatory-cask-strength,https://img.thewhiskyexchange.com/380/ingsig2011v5.jpg?v=202407241,,,70.25,,,,,,,Signatory,Scotland,Speyside,First fill Marsala  Hogshead,No
2026-01-15 09:16:23,Single Malt,70795,Oban Distillers Edition,Oban,70cl / 43%,72.46,(£124.21 per litre),Highland,,In Stock,https://www.thewhiskyexchange.com/p/70795/oban-distillers-edition,https://img.thewhiskyexchange.com/380/obnob.non5.jpg?v=202407241,,,86.95,,3,4,1,3,Dried Fruit|Vanilla|Cream|Brine|Caramel|Tobacco,Distillery Bottling,Scotland,Highland,Fino Sherry  Finish,
2026-01-15 09:16:23,Single Malt,23560,Aberlour 16 Year Old Double Cask (40%),Aberlour,70cl / 40%,94.17,(£161.43 per litre),Speyside,,In Stock,https://www.thewhiskyexchange.com/p/23560/aberlour-16-year-old-double-cask-40,https://img.thewhiskyexchange.com/380/ablob.16yov1.jpg?v=202407241,4.5,14,113,,3,4,0,3,Toffee|Raisins|Cinnamon|Milk Chocolate,Distillery Bottling,Scotland,Speyside,,Yes
2026-01-15 09:16:23,Single Malt,42732,Dalmore Port Wood Reserve,Dalmore,70cl / 46.5%,65.42,(£112.14 per litre),Highland,,In Stock,https://www.thewhiskyexchange.com/p/42732/dalmore-port-wood-reserve,https://img.thewhiskyexchange.com/380/dlmob.non19.jpg?v=202407241,5,12,78.50,,3,4,0,4,Orange|Plums|Toffee|Chestnut|Coffee|Cherry,Distillery Bottling,Scotland,Highland,Tawny Port Pipe Finish,
2026-01-15 09:16:23,Single Malt,81531,Balvenie 2009 / 14 Year Old / Bourbon Barrel / A Collection of Curious Casks,Balvenie,70cl / 47.8%,72.92,(£125 per litre),Speyside,,In Stock,https://www.thewhiskyexchange.com/p/81531/balvenie-2009-14-year-old-bourbon-barrel-a-collection-of-curious-casks,https://img.thewhiskyexchange.com/380/balob.2009.jpg?v=202407241,,,87.50,,3,4,0,3,Orange|Oak|Vanilla|Malt|Toffee|Honey,Distillery Bottling,Scotland,Speyside,Bourbon Barrel,
2026-01-15 09:16:23,Single Malt,58786,Glenlivet Caribbean Reserve / Gift Box,Glenlivet,70cl / 40%,33.75,(£57.86 per litre),Speyside,,In Stock,https://www.thewhiskyexchange.com/p/58786/glenlivet-caribbean-reserve-gift-box,https://img.thewhiskyexchange.com/380/glvob.non36.jpg?v=202407241,4,4,40.50,,3,2,0,3,Vanilla|Banana|Pineapple|Caramel|Toffee|Apple,Distillery Bottling,Scotland,Speyside,Rum  Finish,Yes
2026-01-15 09:16:23,Single Malt,67781,Strathisla 2007 / 15 Year Old / Exclusive to The Whisky Exchange,Strathisla,70cl / 60.3%,104.17,(£178.57 per litre),Speyside,,In Stock,https://www.thewhiskyexchange.com/p/67781/strathisla-2007-15-year-old-exclusive-to-the-whisky-exchange,https://img.thewhiskyexchange.com/380/stlob.2007.jpg?v=202407241,5,3,125,,4,3,0,4,Sultana|Apple|Vanilla|Banana|Pear|Biscuits,Distillery Bottling,Scotland,Speyside,First-fill   Barrel,
2026-01-15 09:16:23,Single Malt,3683,Finlaggan Cask Strength Islay Malt,Finlaggan,70cl / 58%,49.79,(£85.36 per litre),Islay,,In Stock,https://www.thewhiskyexchange.com/p/3683/finlaggan-cask-strength-islay-malt,https://img.thewhiskyexchange.com/380/malts_fin3.jpg?v=202407241,5,11,59.75,,3,3,2,3,Tar|Smoke|Seaweed|Lemon,,Scotland,Islay,,Yes
2026-01-15 09:16:23,Single Malt,86342,Ardnamurchan 10 Year Old / 2025 Release,Ardnamurchan,70cl / 46.8%,49.96,(£85.64 per litre),Highland,,In Stock,https://www.thewhiskyexchange.com/p/86342/ardnamurchan-10-year-old-2025-release,https://img.thewhiskyexchange.com/380/amcob.10yov1.jpg?v=202407241,,,59.95,,4,3,3,3,Seashell|Malt|Marzipan|Smoke|Peat smoke|Brioche,Distillery Bottling,Scotland,Highland,,No
2026-01-15 09:16:23,Single Malt,85601,Macduff 2011 / 13 Year Old / 100 Proof Edition #55 / Signatory,Macduff,70cl / 57.1%,38.75,(£66.43 per litre),Highland,,In Stock,https://www.thewhiskyexchange.com/p/85601/macduff-2011-13-year-old-100-proof-edition-55-signatory,https://img.thewhiskyexchange.com/380/mdfsig2011.jpg?v=202407241,,,46.50,,3,4,1,3,Prunes|Milk Chocolate|Raisins|Cognac|Liquorice root|Biscuits,Signatory,Scotland,Highland,Oloroso Sherry Butt,No
2026-01-15 09:16:23,Single Malt,67451,Tobermory 21 Year Old / Oloroso Sherry Finish,Tobermory,70cl / 46.3%,140.83,(£241.43 per litre),Island,,In Stock,https://www.thewhiskyexchange.com/p/67451/tobermory-21-year-old-oloroso-sherry-finish,https://img.thewhiskyexchange.com/380/tobob.21yov2.jpg?v=202407241,,,169,,2,3,0,4,Toffee|Pineapple|Marzipan|Hazelnut|Caramel|Cherry,Distillery Bottling,Scotland,Island,Oloroso Sherry  Finish,
2026-01-15 09:16:23,Single Malt,56100,Benriach The Twelve / 12 Year Old,Benriach,70cl / 46%,38.29,(£65.64 per litre),Speyside,,In Stock,https://www.thewhiskyexchange.com/p/56100/benriach-the-twelve-12-year-old,https://img.thewhiskyexchange.com/380/bnrob.12yov9.jpg?v=202407241,5,7,45.95,,2,4,0,4,Raisins|Sultana|Fruit Cake|Nutmeg|Cinnamon|Apple,Distillery Bottling,Scotland,Speyside,,
2026-01-15 09:16:23,Single Malt,51200,Arran Barrel Reserve,Arran,70cl / 43%,32.92,(£56.43 per litre),Island,,In Stock,https://www.thewhiskyexchange.com/p/51200/arran-barrel-reserve,https://img.thewhiskyexchange.com/380/arrob.non69.jpg?v=202407241,,,,,,,,,,,,,,
2026-01-15 09:16:23,Single Malt,68157,Balvenie 17 Year Old / Week of Peat,Balvenie,70cl / 49.4%,95.83,(£164.29 per litre),Speyside,,In Stock,https://www.thewhiskyexchange.com/p/68157/balvenie-17-year-old-week-of-peat,https://img.thewhiskyexchange.com/380/balob.17yov22.jpg?v=202407241,,,115,,3,3,2,3,Smoke|Honey|Heather|Orange|Cream|Oak,Distillery Bottling,Scotland,Speyside,,
2026-01-15 09:16:23,Single Malt,45299,Mortlach 12 Year Old / The Wee Witchie,Mortlach,70cl / 43.4%,58.12,(£99.64 per litre),Speyside,,In Stock,https://www.thewhiskyexchange.com/p/45299/mortlach-12-year-old-the-wee-witchie,https://img.thewhiskyexchange.com/380/mtlob.12yov3.jpg?v=202407241,5,7,69.75,,3,3,0,3,Dried Fruit|Vanilla|Walnut|Dates|Lemon,Distillery Bottling,Scotland,Speyside,,
2026-01-15 09:16:23,Single Malt,2034,Glenfarclas 10 Year Old,Glenfarclas,70cl / 40%,37.92,(£65 per litre),Speyside,,In Stock,https://www.thewhiskyexchange.com/p/2034/glenfarclas-10-year-old,https://img.thewhiskyexchange.com/380/gfcob.10yo.jpg?v=202407241,4.5,27,45.50,,3,4,0,3,Malt|Raisins|Honey|Cinnamon,Distillery Bottling,Scotland,Speyside,,No
