scraped_at,category,product_id,name,brand,variant,price_gbp,unit_price_raw,region,promo_label,status,product_url,image_url
2025-12-29 22:14:25,Single Malt,33705,Tomatin Legacy / Bourbon & Virgin Oak,Tomatin,70cl / 43%,27.92,(£47.86 per litre),Highland,,In Stock,https://www.thewhiskyexchange.com/p/33705/tomatin-legacy-bourbon-virgin-oak,https://img.thewhiskyexchange.com/380/tomob.non10.jpg?v=202407241
2025-12-29 22:14:25,Single Malt,4154,Old Pulteney 12 Year Old,Old Pulteney,70cl / 40%,32.71,(£56.07 per litre),Highland,,In Stock,https://www.thewhiskyexchange.com/p/4154/old-pulteney-12-year-old,https://img.thewhiskyexchange.com/380/opnob.12yo.jpg?v=202407241
2025-12-29 22:14:25,Single Malt,64489,Balvenie 16 Year Old French Oak / Pineau Cask Finish,Balvenie,70cl / 47.6%,122.5,(£188.57 per litre),Speyside,Special Offer: £15 Off!,In Stock,https://www.thewhiskyexchange.com/p/64489/balvenie-16-year-old-french-oak-pineau-cask-finish,https://img.thewhiskyexchange.com/380/balob.16yov3.jpg?v=202407241
2025-12-29 22:14:25,Single Malt,51441,Glenfiddich 23 Year Old / Grand Cru,Glenfiddich,70cl / 40%,216.67,(£328.57 per litre),Speyside,Special Offer: £30 Off!,In Stock,https://www.thewhiskyexchange.com/p/51441/glenfiddich-23-year-old-grand-cru,https://img.thewhiskyexchange.com/380/gfdob.23yo.jpg?v=202407241
2025-12-29 22:14:25,Single Malt,56101,Benriach The Smoky Twelve / 12 Year Old,Benriach,70cl / 46%,41.46,(£71.07 per litre),Speyside,,In Stock,https://www.thewhiskyexchange.com/p/56101/benriach-the-smoky-twelve-12-year-old,https://img.thewhiskyexchange.com/380/bnrob.12yov10.jpg?v=202407241
2025-12-29 22:14:25,Single Malt,28699,Laphroaig PX Cask / Litre,Laphroaig,100cl / 48%,94.17,,Islay,,In Stock,https://www.thewhiskyexchange.com/p/28699/laphroaig-px-cask-litre,https://img.thewhiskyexchange.com/380/lrgob.non12.jpg?v=202407241
2025-12-29 22:14:25,Single Malt,63499,Lagavulin 12 Year Old / Special Releases 2025,Lagavulin,70cl / 56.5%,116.67,(£200 per litre),Islay,,In Stock,https://www.thewhiskyexchange.com/p/63499/lagavulin-12-year-old-special-releases-2025,https://img.thewhiskyexchange.com/380/lgvob.12yov48.jpg?v=202407241
2025-12-29 22:14:25,Single Malt,85603,Mortlach 2013 / 12 Year Old / 100 Proof Edition #60 / Signatory,Mortlach,70cl / 57.1%,40.21,(£68.93 per litre),Speyside,,In Stock,https://www.thewhiskyexchange.com/p/85603/mortlach-2013-12-year-old-100-proof-edition-60-signatory,https://img.thewhiskyexchange.com/380/mtlsig2013v1.jpg?v=202407241
2025-12-29 22:14:25,Single Malt,70570,Bunnahabhain 1998 / Manzanilla Cask / Feis Ile 2023,Bunnahabhain,70cl / 52.3%,340.83,(£584.29 per litre),Islay,,In Stock,https://www.thewhiskyexchange.com/p/70570/bunnahabhain-1998-manzanilla-cask-feis-ile-2023,https://img.thewhiskyexchange.com/380/bunob.1998v1.jpg?v=202407241
2025-12-29 22:14:25,Single Malt,4854,Talisker The Wild Blue,Talisker,70cl / 48.2%,64.38,(£110.36 per litre),Island,,In Stock,https://www.thewhiskyexchange.com/p/4854/talisker-the-wild-blue,https://img.thewhiskyexchange.com/380/talob.non1.jpg?v=202407241
2025-12-29 22:14:25,Single Malt,82228,Isle of Harris The Hearach Oloroso Cask,Isle of Harris,70cl / 46%,59.38,(£91.79 per litre),Island,Special Offer: £7 Off!,In Stock,https://www.thewhiskyexchange.com/p/82228/isle-of-harris-the-hearach-oloroso-cask,https://img.thewhiskyexchange.com/380/harob.non2.jpg?v=202407241
2025-12-29 22:14:25,Single Malt,85581,Macallan The Harmony Collection Inspired by Phoenix Honey Orchid Tea,Macallan,70cl / 43.9%,126.67,(£217.14 per litre),Speyside,,In Stock,https://www.thewhiskyexchange.com/p/85581/macallan-the-harmony-collection-inspired-by-phoenix-honey-orchid-tea,https://img.thewhiskyexchange.com/380/macob.non193.jpg?v=202407241
2025-12-29 22:14:25,Single Malt,5747,Bowmore 12 Year Old,Bowmore,70cl / 40%,33.75,(£57.86 per litre),Islay,,In Stock,https://www.thewhiskyexchange.com/p/5747/bowmore-12-year-old,https://img.thewhiskyexchange.com/380/bowob.12yov10.jpg?v=202407241
2025-12-29 22:14:25,Single Malt,4838,Talisker 10 Year Old / Small Bottle,Talisker,20cl / 45.8%,16.04,(£9.63 per 10cl),Island,,In Stock,https://www.thewhiskyexchange.com/p/4838/talisker-10-year-old-small-bottle,https://img.thewhiskyexchange.com/380/talob.10yov1.jpg?v=202407241
2025-12-29 22:14:25,Single Malt,51201,Arran Quarter Cask,Arran,70cl / 56.2%,48.75,(£83.57 per litre),Island,,In Stock,https://www.thewhiskyexchange.com/p/51201/arran-quarter-cask,https://img.thewhiskyexchange.com/380/arrob.non70.jpg?v=202407241
2025-12-29 22:14:25,Single Malt,86019,Bunnahabhain 21 Year Old Cask Strength / 2025 Release,Bunnahabhain,70cl / 53.1%,220.83,(£378.57 per litre),Islay,,In Stock,https://www.thewhiskyexchange.com/p/86019/bunnahabhain-21-year-old-cask-strength-2025-release,https://img.thewhiskyexchange.com/380/bunob.21yov1.jpg?v=202407241
2025-12-29 22:14:25,Single Malt,4958,Tomatin 12 Year Old / Sherry Cask,Tomatin,70cl / 40%,40.21,(£68.93 per litre),Highland,,In Stock,https://www.thewhiskyexchange.com/p/4958/tomatin-12-year-old-sherry-cask,https://img.thewhiskyexchange.com/380/tomob.12yo.jpg?v=202407241
2025-12-29 22:14:25,Single Malt,86548,Ben Nevis 2014 / 10 Year Old / Signatory 100 Proof Edition 63,Ben Nevis,70cl / 57.1%,39.12,(£67.07 per litre),Highland,,In Stock,https://www.thewhiskyexchange.com/p/86548/ben-nevis-2014-10-year-old-signatory-100-proof-edition-63,https://img.thewhiskyexchange.com/380/bnvsig2014v3.jpg?v=202407241
2025-12-29 22:14:25,Single Malt,82900,Highland Park 15 Year Old / 2024 Relaunch,Highland Park,70cl / 44%,78.96,(£135.36 per litre),Island,,In Stock,https://www.thewhiskyexchange.com/p/82900/highland-park-15-year-old-2024-relaunch,https://img.thewhiskyexchange.com/380/hlpob.15yov9.jpg?v=202407241
2025-12-29 22:14:25,Single Malt,84178,Glenlossie 2012 /12 Year Old / 100 Proof Edition #35 / Signatory,Glenlossie,70cl / 57.1%,39.79,(£68.21 per litre),Speyside,,In Stock,https://www.thewhiskyexchange.com/p/84178/glenlossie-2012-12-year-old-100-proof-edition-35-signatory,https://img.thewhiskyexchange.com/380/glosig2012.jpg?v=202407241
2025-12-29 22:14:29,Single Malt,11746,Bruichladdich Classic Laddie 10 Year Old / Small Bottle,Bruichladdich,20cl / 50%,16.62,(£9.98 per 10cl),Islay,,In Stock,https://www.thewhiskyexchange.com/p/11746/bruichladdich-classic-laddie-10-year-old-small-bottle,https://img.thewhiskyexchange.com/380/bruob.10yov2.jpg?v=202407241
2025-12-29 22:14:29,Single Malt,11252,Edradour 10 Year Old / Small Bottle,Edradour,20cl / 40%,15.21,(£9.12 per 10cl),Highland,,In Stock,https://www.thewhiskyexchange.com/p/11252/edradour-10-year-old-small-bottle,https://img.thewhiskyexchange.com/380/edrob.10yov12.jpg?v=202407241
2025-12-29 22:14:29,Single Malt,82608,Black Friday 2024 / Highland 16 Year Old (2008),Jura,70cl / 53.8%,62.46,(£92.79 per litre),Island,Special Offer: £10 Off!,In Stock,https://www.thewhiskyexchange.com/p/82608/black-friday-2024-highland-16-year-old-2008,https://img.thewhiskyexchange.com/380/iojtwe2008.jpg?v=202407241
2025-12-29 22:14:29,Single Malt,80855,Bunnahabhain 1999 / 23 Year Old / Triple Sherry Wood Feis Isle 2024,Bunnahabhain,70cl / 53.3%,330.0,(£408.57 per litre),Islay,Special Offer: £110 Off!,In Stock,https://www.thewhiskyexchange.com/p/80855/bunnahabhain-1999-23-year-old-triple-sherry-wood-feis-isle-2024,https://img.thewhiskyexchange.com/380/bunob.1999.jpg?v=202407241
2025-12-29 22:14:29,Single Malt,33704,Tomatin 12 Year Old / Bourbon & Sherry Casks,Tomatin,70cl / 43%,34.12,(£58.50 per litre),Highland,,In Stock,https://www.thewhiskyexchange.com/p/33704/tomatin-12-year-old-bourbon-sherry-casks,https://img.thewhiskyexchange.com/380/tomob.12yov3.jpg?v=202407241
2025-12-29 22:14:29,Single Malt,86128,Cu Bocan Creation 7 / Pineau Rouge & American Virgin Oak,Cu Bocan,70cl / 46%,35.42,(£60.71 per litre),Highland,,In Stock,https://www.thewhiskyexchange.com/p/86128/cu-bocan-creation-7-pineau-rouge-american-virgin-oak,https://img.thewhiskyexchange.com/380/cubob.non8.jpg?v=202407241
2025-12-29 22:14:29,Single Malt,7936,Auchentoshan 12 Year Old,Auchentoshan,70cl / 40%,28.75,(£49.29 per litre),Lowland,,In Stock,https://www.thewhiskyexchange.com/p/7936/auchentoshan-12-year-old,https://img.thewhiskyexchange.com/380/aucob.12yov6.jpg?v=202407241
2025-12-29 22:14:29,Single Malt,39311,Macallan Classic Cut 2024 Release,Macallan,70cl / 52.4%,104.17,(£178.57 per litre),Speyside,,In Stock,https://www.thewhiskyexchange.com/p/39311/macallan-classic-cut-2024-release,https://img.thewhiskyexchange.com/380/macob.non120.jpg?v=202407241
2025-12-29 22:14:29,Single Malt,85671,Octomore Edition 16.1 / 5 Year Old / Bourbon Cask / Scottish Barley,Octomore,70cl / 59.3%,116.67,(£200 per litre),Islay,,In Stock,https://www.thewhiskyexchange.com/p/85671/octomore-edition-161-5-year-old-bourbon-cask-scottish-barley,https://img.thewhiskyexchange.com/380/octob.05yov33.jpg?v=202407241
2025-12-29 22:14:29,Single Malt,16252,MacDonald's Traditional Ben Nevis,Ben Nevis,70cl / 46%,42.29,(£72.50 per litre),Highland,,In Stock,https://www.thewhiskyexchange.com/p/16252/macdonalds-traditional-ben-nevis,https://img.thewhiskyexchange.com/380/bnvob.non2.jpg?v=202407241
2025-12-29 22:14:29,Single Malt,68622,Talisker 11 Year Old / Special Releases 2022,Talisker,70cl / 55.1%,87.5,(£150 per litre),Island,,In Stock,https://www.thewhiskyexchange.com/p/68622/talisker-11-year-old-special-releases-2022,https://img.thewhiskyexchange.com/380/talob.11yo.jpg?v=202407241
2025-12-29 22:14:29,Single Malt,68157,Balvenie 17 Year Old / Week of Peat,Balvenie,70cl / 49.4%,95.83,(£164.29 per litre),Speyside,,In Stock,https://www.thewhiskyexchange.com/p/68157/balvenie-17-year-old-week-of-peat,https://img.thewhiskyexchange.com/380/balob.17yov22.jpg?v=202407241
2025-12-29 22:14:29,Single Malt,19204,Talisker Storm,Talisker,70cl / 45.8%,44.79,(£76.79 per litre),Island,,In Stock,https://www.thewhiskyexchange.com/p/19204/talisker-storm,https://img.thewhiskyexchange.com/380/talob.non7.jpg?v=202407241
2025-12-29 22:14:29,Single Malt,82970,Ardnahoe Infinite Loch,Ardnahoe,70cl / 50%,47.92,(£82.14 per litre),Islay,,In Stock,https://www.thewhiskyexchange.com/p/82970/ardnahoe-infinite-loch,https://img.thewhiskyexchange.com/380/anhob.non1.jpg?v=202407241
2025-12-29 22:14:29,Single Malt,45301,Mortlach 20 Year Old / Cowie's Blue Seal,Mortlach,70cl / 43.4%,207.5,(£284.29 per litre),Speyside,Clearance Offer: £50 Off!,In Stock,https://www.thewhiskyexchange.com/p/45301/mortlach-20-year-old-cowies-blue-seal,https://img.thewhiskyexchange.com/380/mtlob.20yo.jpg?v=202407241
2025-12-29 22:14:29,Single Malt,40978,Aberfeldy 12 Year Old / The Golden Dram,Aberfeldy,70cl / 40%,38.75,(£66.43 per litre),Highland,,In Stock,https://www.thewhiskyexchange.com/p/40978/aberfeldy-12-year-old-the-golden-dram,https://img.thewhiskyexchange.com/380/abfob.12yov4.jpg?v=202407241
2025-12-29 22:14:29,Single Malt,82049,Bowmore 12 Year Old / Sherry Oak,Bowmore,70cl / 40%,46.62,(£79.93 per litre),Islay,,In Stock,https://www.thewhiskyexchange.com/p/82049/bowmore-12-year-old-sherry-oak,https://img.thewhiskyexchange.com/380/bowob.12yov41.jpg?v=202407241
2025-12-29 22:14:29,Single Malt,83922,Whitlaw 2013 / 11 Year Old / PX Finish / Signatory for The Whisky Exchange,Highland Park,70cl / 58%,70.79,(£121.36 per litre),Island,,In Stock,https://www.thewhiskyexchange.com/p/83922/whitlaw-2013-11-year-old-px-finish-signatory-for-the-whisky-exchange,https://img.thewhiskyexchange.com/380/hlpsig2013v1.jpg?v=202407241
2025-12-29 22:14:29,Single Malt,2133,Glengoyne 10 Year Old,Glengoyne,70cl / 40%,33.29,(£57.07 per litre),Highland,,In Stock,https://www.thewhiskyexchange.com/p/2133/glengoyne-10-year-old,https://img.thewhiskyexchange.com/380/ggoob.10yov1.jpg?v=202407241
2025-12-29 22:14:29,Single Malt,79557,Knockando 21 Year Old Master Reserve / Glass Pack,Knockando,70cl / 43%,100.0,(£171.43 per litre),Speyside,,In Stock,https://www.thewhiskyexchange.com/p/79557/knockando-21-year-old-master-reserve-glass-pack,https://img.thewhiskyexchange.com/380/kadob.21yov1.jpg?v=202407241
2025-12-29 22:14:29,Single Malt,81531,Balvenie 2009 / 14 Year Old / Bourbon Barrel / A Collection of Curious Casks,Balvenie,70cl / 47.8%,72.92,(£125 per litre),Speyside,,In Stock,https://www.thewhiskyexchange.com/p/81531/balvenie-2009-14-year-old-bourbon-barrel-a-collection-of-curious-casks,https://img.thewhiskyexchange.com/380/balob.2009.jpg?v=202407241
2025-12-29 22:14:29,Single Malt,85813,Glenturret Triple Wood / 2025 Release,Glenturret,70cl / 45%,49.12,(£84.21 per litre),Highland,,In Stock,https://www.thewhiskyexchange.com/p/85813/glenturret-triple-wood-2025-release,https://img.thewhiskyexchange.com/380/gtuob.non13.jpg?v=202407241
2025-12-29 22:14:29,Single Malt,83918,Macallan 1998 / 26 Year Old / Cask #21603913 / Speymalt / Gordon & MacPhail,Macallan,70cl / 52.8%,379.17,(£650 per litre),Speyside,,In Stock,https://www.thewhiskyexchange.com/p/83918/macallan-1998-26-year-old-cask-21603913-speymalt-gordon-macphail,https://img.thewhiskyexchange.com/380/macg!m1998v3.jpg?v=202407241
2025-12-29 22:14:29,Single Malt,28323,Glenlivet Founder's Reserve,Glenlivet,70cl / 40%,31.46,(£53.93 per litre),Speyside,,In Stock,https://www.thewhiskyexchange.com/p/28323/glenlivet-founders-reserve,https://img.thewhiskyexchange.com/380/glvob.non11.jpg?v=202407241
2025-12-29 22:14:34,Single Malt,72522,Glendronach Ode to the Valley,Glendronach,70cl / 46.2%,48.54,(£83.21 per litre),Highland,,In Stock,https://www.thewhiskyexchange.com/p/72522/glendronach-ode-to-the-valley,https://img.thewhiskyexchange.com/380/grnob.non19.jpg?v=202407241
2025-12-29 22:14:34,Single Malt,85799,Macallan Rare Cask / 2024 Release,Macallan,70cl / 43%,250.0,(£428.57 per litre),Speyside,,In Stock,https://www.thewhiskyexchange.com/p/85799/macallan-rare-cask-2024-release,https://img.thewhiskyexchange.com/380/macob.non194.jpg?v=202407241
2025-12-29 22:14:34,Single Malt,70793,Dalwhinnie Distillers Edition,Dalwhinnie,70cl / 43%,64.58,(£110.71 per litre),Speyside,,In Stock,https://www.thewhiskyexchange.com/p/70793/dalwhinnie-distillers-edition,https://img.thewhiskyexchange.com/380/dalob.non4.jpg?v=202407241
2025-12-29 22:14:34,Single Malt,82856,Glenburgie 1996 / 28 Year Old / Connoisseurs Choice for The Whisky Exchange,Glenburgie,70cl / 54.8%,229.17,(£392.86 per litre),Speyside,,In Stock,https://www.thewhiskyexchange.com/p/82856/glenburgie-1996-28-year-old-connoisseurs-choice-for-the-whisky-exchange,https://img.thewhiskyexchange.com/380/gbgcc.1996.jpg?v=202407241
2025-12-29 22:14:34,Single Malt,73229,Inchgower 14 Year Old / Flora & Fauna,Inchgower,70cl / 43%,49.79,(£85.36 per litre),Speyside,,In Stock,https://www.thewhiskyexchange.com/p/73229/inchgower-14-year-old-flora-fauna,https://img.thewhiskyexchange.com/380/ingob.14yo.jpg?v=202407241
2025-12-29 22:14:34,Single Malt,85778,Lochlea Dark Briar / Single Estate Collection,Lochlea,70cl / 46%,40.79,(£69.93 per litre),Lowland,,In Stock,https://www.thewhiskyexchange.com/p/85778/lochlea-dark-briar-single-estate-collection,https://img.thewhiskyexchange.com/380/lolob.non18.jpg?v=202407241
2025-12-29 22:14:34,Single Malt,81587,Speyside (M) 2005 / 18 Year Old / Signatory for Whisky Show 2024,Macallan,70cl / 61.2%,195.83,(£335.71 per litre),Speyside,,In Stock,https://www.thewhiskyexchange.com/p/81587/speyside-m-2005-18-year-old-signatory-for-whisky-show-2024,https://img.thewhiskyexchange.com/380/macsig2005v4.jpg?v=202407241
2025-12-29 22:14:34,Single Malt,61863,Lagavulin 2008 / 12 Year Old / Special Releases 2021,Lagavulin,70cl / 56.5%,106.67,(£182.86 per litre),Islay,,In Stock,https://www.thewhiskyexchange.com/p/61863/lagavulin-2008-12-year-old-special-releases-2021,https://img.thewhiskyexchange.com/380/lgvob.12yov47.jpg?v=202407241
2025-12-29 22:14:34,Single Malt,85598,Glenrothes 2015 / 10 Year Old / 100 Proof Edition #50 / Signatory,Glenrothes,70cl / 57.1%,38.75,(£66.43 per litre),Speyside,,In Stock,https://www.thewhiskyexchange.com/p/85598/glenrothes-2015-10-year-old-100-proof-edition-50-signatory,https://img.thewhiskyexchange.com/380/grssig2015v1.jpg?v=202407241
2025-12-29 22:14:34,Single Malt,68806,Glen Grant 2000 / 22 Year Old / Sherry Finish /Signatory for The Whisky Exchange,Glen Grant,70cl / 57.1%,215.0,(£368.57 per litre),Speyside,,In Stock,https://www.thewhiskyexchange.com/p/68806/glen-grant-2000-22-year-old-sherry-finish-signatory-for-the-whisky-exchange,https://img.thewhiskyexchange.com/380/ggtsig2000.jpg?v=202407241
2025-12-29 22:14:34,Single Malt,3414,Laphroaig Quarter Cask,Laphroaig,70cl / 48%,39.96,(£68.50 per litre),Islay,,In Stock,https://www.thewhiskyexchange.com/p/3414/laphroaig-quarter-cask,https://img.thewhiskyexchange.com/380/lrgob.non1.jpg?v=202407241
2025-12-29 22:14:34,Single Malt,83210,Glendronach Ode to the Embers,Glendronach,70cl / 48.4%,50.62,(£81.79 per litre),Highland,Special Offer: £3.50 Off!,In Stock,https://www.thewhiskyexchange.com/p/83210/glendronach-ode-to-the-embers,https://img.thewhiskyexchange.com/380/grnob.non21.jpg?v=202407241
2025-12-29 22:14:34,Single Malt,56102,Benriach The Smoky Ten / 10 Year Old,Benriach,70cl / 46%,36.04,(£54.64 per litre),Speyside,Special Offer: £5 Off!,In Stock,https://www.thewhiskyexchange.com/p/56102/benriach-the-smoky-ten-10-year-old,https://img.thewhiskyexchange.com/380/bnrob.10yov9.jpg?v=202407241
2025-12-29 22:14:34,Single Malt,83051,Glenrothes 15 Year Old,Glenrothes,70cl / 43%,80.62,(£138.21 per litre),Speyside,,In Stock,https://www.thewhiskyexchange.com/p/83051/glenrothes-15-year-old,https://img.thewhiskyexchange.com/380/grsob.15yo.jpg?v=202407241
2025-12-29 22:14:34,Single Malt,10832,Glen Garioch Founder's Reserve,Glen Garioch,70cl / 48%,31.04,(£53.21 per litre),Highland,,In Stock,https://www.thewhiskyexchange.com/p/10832/glen-garioch-founders-reserve,https://img.thewhiskyexchange.com/380/ggrob.non1.jpg?v=202407241
2025-12-29 22:14:34,Single Malt,68486,Personalised 16 Year Old Highland Scotch Whisky,Highland Park,70cl / 53%,100.0,(£171.43 per litre),Island,,In Stock,https://www.thewhiskyexchange.com/p/68486/personalised-16-year-old-highland-scotch-whisky,https://img.thewhiskyexchange.com/380/malts_twe16yo.jpg?v=202407241
2025-12-29 22:14:34,Single Malt,33703,Tomatin 14 Year Old / Tawny Port Finish,Tomatin,70cl / 46%,57.46,(£98.50 per litre),Highland,,In Stock,https://www.thewhiskyexchange.com/p/33703/tomatin-14-year-old-tawny-port-finish,https://img.thewhiskyexchange.com/380/tomob.14yov1.jpg?v=202407241
2025-12-29 22:14:34,Single Malt,81665,Glenmorangie 12 Year Old The Original / Gift Box,Glenmorangie,70cl / 40%,33.75,(£57.86 per litre),Highland,,In Stock,https://www.thewhiskyexchange.com/p/81665/glenmorangie-12-year-old-the-original-gift-box,https://img.thewhiskyexchange.com/380/gmgob.12yov22.jpg?v=202407241
2025-12-29 22:14:34,Single Malt,71874,Glenglassaugh 12 Year Old,Glenglassaugh,70cl / 45%,41.25,(£70.71 per litre),Highland,,In Stock,https://www.thewhiskyexchange.com/p/71874/glenglassaugh-12-year-old,https://img.thewhiskyexchange.com/380/ggsob.12yov3.jpg?v=202407241
2025-12-29 22:14:34,Single Malt,84533,Inchdairnie Kinglassie Double Matured 2017 / 8 Year Old,Inchdairnie,70cl / 46.3%,62.46,(£99.93 per litre),Lowland,Special Offer: £5 Off!,In Stock,https://www.thewhiskyexchange.com/p/84533/inchdairnie-kinglassie-double-matured-2017-8-year-old,https://img.thewhiskyexchange.com/380/incob.2017.jpg?v=202407241
2025-12-29 22:14:34,Single Malt,66295,Glenfiddich Orchard Experiment / Experimental Series #05,Glenfiddich,70cl / 43%,39.58,(£67.86 per litre),Speyside,,In Stock,https://www.thewhiskyexchange.com/p/66295/glenfiddich-orchard-experiment-experimental-series-05,https://img.thewhiskyexchange.com/380/gfdob.non80.jpg?v=202407241
2025-12-29 22:14:34,Single Malt,85906,Dailuaine 2015 / 10 Year Old / James Eadie,Dailuaine,70cl / 48.3%,36.62,(£62.79 per litre),Speyside,,In Stock,https://www.thewhiskyexchange.com/p/85906/dailuaine-2015-10-year-old-james-eadie,https://img.thewhiskyexchange.com/380/dlnead2015.jpg?v=202407241
2025-12-29 22:14:34,Single Malt,85777,Lochlea Orchard and Oak / Single Estate Collection,Lochlea,70cl / 46%,40.79,(£69.93 per litre),Lowland,,In Stock,https://www.thewhiskyexchange.com/p/85777/lochlea-orchard-and-oak-single-estate-collection,https://img.thewhiskyexchange.com/380/lolob.non17.jpg?v=202407241
2025-12-29 22:14:34,Single Malt,63067,Highland Park 15 Year Old / Viking Heart,Highland Park,70cl / 44%,74.96,(£128.50 per litre),Island,,In Stock,https://www.thewhiskyexchange.com/p/63067/highland-park-15-year-old-viking-heart,https://img.thewhiskyexchange.com/380/hlpob.15yov7.jpg?v=202407241
2025-12-29 22:14:38,Single Malt,16932,Glenglassaugh Revival,Glenglassaugh,70cl / 46%,33.75,(£57.86 per litre),Highland,,In Stock,https://www.thewhiskyexchange.com/p/16932/glenglassaugh-revival,https://img.thewhiskyexchange.com/380/ggsob.non7.jpg?v=202407241
2025-12-29 22:14:38,Single Malt,85601,Macduff 2011 / 13 Year Old / 100 Proof Edition #55 / Signatory,Macduff,70cl / 57.1%,38.75,(£66.43 per litre),Highland,,In Stock,https://www.thewhiskyexchange.com/p/85601/macduff-2011-13-year-old-100-proof-edition-55-signatory,https://img.thewhiskyexchange.com/380/mdfsig2011.jpg?v=202407241
2025-12-29 22:14:38,Single Malt,85288,Benrinnes 2012 / 13 Year Old / 100 Proof Edition 56 / Signatory,Benrinnes,70cl / 57.1%,40.42,(£69.29 per litre),Speyside,,In Stock,https://www.thewhiskyexchange.com/p/85288/benrinnes-2012-13-year-old-100-proof-edition-56-signatory,https://img.thewhiskyexchange.com/380/brnsig2012v2.jpg?v=202407241
2025-12-29 22:14:38,Single Malt,86610,Kilchoman Machir Bay Cask Strength / 2025 Edition,Kilchoman,70cl / 58.1%,49.96,(£85.64 per litre),Islay,,In Stock,https://www.thewhiskyexchange.com/p/86610/kilchoman-machir-bay-cask-strength-2025-edition,https://img.thewhiskyexchange.com/380/kilob.non62.jpg?v=202407241
2025-12-29 22:14:38,Single Malt,85176,Ardnamurchan The Midgie / 2025 Release,Ardnamurchan,70cl / 48%,42.46,(£72.79 per litre),Highland,,In Stock,https://www.thewhiskyexchange.com/p/85176/ardnamurchan-the-midgie-2025-release,https://img.thewhiskyexchange.com/380/amcob.non27.jpg?v=202407241
2025-12-29 22:14:38,Single Malt,30154,Glen Scotia 15 Year Old,Glen Scotia,70cl / 46%,60.42,(£103.57 per litre),Campbeltown,,In Stock,https://www.thewhiskyexchange.com/p/30154/glen-scotia-15-year-old,https://img.thewhiskyexchange.com/380/gstob.15yov1.jpg?v=202407241
2025-12-29 22:14:38,Single Malt,84309,Ardnahoe Bholsa,Ardnahoe,70cl / 50%,50.42,(£86.43 per litre),Islay,,In Stock,https://www.thewhiskyexchange.com/p/84309/ardnahoe-bholsa,https://img.thewhiskyexchange.com/380/anhob.non2.jpg?v=202407241
2025-12-29 22:14:38,Single Malt,82897,Fettercairn 16 Year Old,Fettercairn,70cl / 46.4%,71.62,(£122.79 per litre),Highland,,In Stock,https://www.thewhiskyexchange.com/p/82897/fettercairn-16-year-old,https://img.thewhiskyexchange.com/380/ofcob.16yov5.jpg?v=202407241
2025-12-29 22:14:38,Single Malt,85680,Singleton of Glen Ord 17 Year Old / Special Releases 2025,Glen Ord,70cl / 55.5%,133.33,(£228.57 per litre),Highland,,In Stock,https://www.thewhiskyexchange.com/p/85680/singleton-of-glen-ord-17-year-old-special-releases-2025,https://img.thewhiskyexchange.com/380/godob.17yo.jpg?v=202407241
2025-12-29 22:14:38,Single Malt,80994,Isle of Raasay Single Malt Cask Strength / 2024 Release,Isle of Raasay,70cl / 61.6%,54.79,(£93.93 per litre),Island,,In Stock,https://www.thewhiskyexchange.com/p/80994/isle-of-raasay-single-malt-cask-strength-2024-release,https://img.thewhiskyexchange.com/380/raaob.non14.jpg?v=202407241
2025-12-29 22:14:38,Single Malt,85616,Dailuaine 21 Year Old / Special Releases 2025,Dailuaine,70cl / 54.3%,279.17,(£478.57 per litre),Speyside,,In Stock,https://www.thewhiskyexchange.com/p/85616/dailuaine-21-year-old-special-releases-2025,https://img.thewhiskyexchange.com/380/dlnob.21yo.jpg?v=202407241
2025-12-29 22:14:38,Single Malt,2516,Glenmorangie Signet,Glenmorangie,70cl / 46%,166.67,(£285.71 per litre),Highland,,In Stock,https://www.thewhiskyexchange.com/p/2516/glenmorangie-signet,https://img.thewhiskyexchange.com/380/gmgob.non4.jpg?v=202407241
2025-12-29 22:14:38,Single Malt,2036,Glenfarclas 12 Year Old,Glenfarclas,70cl / 43%,48.75,(£83.57 per litre),Speyside,,In Stock,https://www.thewhiskyexchange.com/p/2036/glenfarclas-12-year-old,https://img.thewhiskyexchange.com/380/gfcob.12yov1.jpg?v=202407241
2025-12-29 22:14:38,Single Malt,86552,Orkney (HP) 2005 / 20 Year Old /  Cask #DRU17/A63 #2 / Signatory,Highland Park,70cl / 55.2%,120.83,(£207.14 per litre),Island,,In Stock,https://www.thewhiskyexchange.com/p/86552/orkney-hp-2005-20-year-old-cask-dru17a63-2-signatory,https://img.thewhiskyexchange.com/380/hlpsig2005v10.jpg?v=202407241
2025-12-29 22:14:38,Single Malt,82901,Highland Park 18 Year Old,Highland Park,70cl / 43%,114.17,(£195.71 per litre),Island,Special Offer: Free Highland Park Water Jug,In Stock,https://www.thewhiskyexchange.com/p/82901/highland-park-18-year-old,https://img.thewhiskyexchange.com/380/hlpob.18yov16.jpg?v=202407241
2025-12-29 22:14:38,Single Malt,72934,Smokehead Twisted Stout,Smokehead,70cl / 43%,37.46,(£64.21 per litre),Highland,,In Stock,https://www.thewhiskyexchange.com/p/72934/smokehead-twisted-stout,https://img.thewhiskyexchange.com/380/malts_smo7.jpg?v=202407241
