scraped_at,category,product_id,name,brand,variant,price_gbp,unit_price_raw,region,promo_label,product_url,image_url,is_brand_placeholder,bottle_size_cl,bottle_size_l,abv_percent,unit_price_gbp_per_litre,discount_amount_gbp,is_discounted,price_pre_discount_calc_gbp,true_price_gbp,true_unit_price_per_l,alcohol_units,true_price_per_alcohol_unit_gbp,price_tier,discount_percent,discount_band,age_years,is_age_stated,age_band,bottle_size_band,abv_band,is_cask_strength
2025-12-29 22:14:29,Single Malt,7936,Auchentoshan 12 Year Old,Auchentoshan,70cl / 40%,28.75,(£49.29 per litre),Lowland,,https://www.thewhiskyexchange.com/p/7936/auchentoshan-12-year-old,https://img.thewhiskyexchange.com/380/aucob.12yov6.jpg?v=202407241,False,70.0,0.7,40.0,49.29,,False,28.75,28.75,41.07,28.0,1.03,Budget,0.0,No Discount,12.0,True,11–15,Standard (70cl),≤40%,False
2025-12-29 22:14:29,Single Malt,39311,Macallan Classic Cut 2024 Release,Macallan,70cl / 52.4%,104.17,(£178.57 per litre),Speyside,,https://www.thewhiskyexchange.com/p/39311/macallan-classic-cut-2024-release,https://img.thewhiskyexchange.com/380/macob.non120.jpg?v=202407241,False,70.0,0.7,52.4,178.57,,False,104.17,104.17,148.81,36.68,2.84,Premium,0.0,No Discount,,False,,Standard (70cl),50%+,True
2025-12-29 22:14:29,Single Malt,85671,Octomore Edition 16.1 / 5 Year Old / Bourbon Cask / Scottish Barley,Octomore,70cl / 59.3%,116.67,(£200 per litre),Islay,,https://www.thewhiskyexchange.com/p/85671/octomore-edition-161-5-year-old-bourbon-cask-scottish-barley,https://img.thewhiskyexchange.com/380/octob.05yov33.jpg?v=202407241,False,70.0,0.7,59.3,200.0,,False,116.67,116.67,166.67,41.51,2.81,Premium,0.0,No Discount,5.0,True,≤10,Standard (70cl),50%+,True
2025-12-29 22:14:29,Single Malt,16252,MacDonald's Traditional Ben Nevis,Ben Nevis,70cl / 46%,42.29,(£72.50 per litre),Highland,,https://www.thewhiskyexchange.com/p/16252/macdonalds-traditional-ben-nevis,https://img.thewhiskyexchange.com/380/bnvob.non2.jpg?v=202407241,False,70.0,0.7,46.0,72.5,,False,42.29,42.29,60.41,32.199999999999996,1.31,Premium,0.0,No Discount,,False,,Standard (70cl),43–46%,False
2025-12-29 22:14:29,Single Malt,68622,Talisker 11 Year Old / Special Releases 2022,Talisker,70cl / 55.1%,87.5,(£150 per litre),Island,,https://www.thewhiskyexchange.com/p/68622/talisker-11-year-old-special-releases-2022,https://img.thewhiskyexchange.com/380/talob.11yo.jpg?v=202407241,False,70.0,0.7,55.1,150.0,,False,87.5,87.5,125.0,38.57,2.27,Premium,0.0,No Discount,11.0,True,11–15,Standard (70cl),50%+,True
2025-12-29 22:14:29,Single Malt,68157,Balvenie 17 Year Old / Week of Peat,Balvenie,70cl / 49.4%,95.83,(£164.29 per litre),Speyside,,https://www.thewhiskyexchange.com/p/68157/balvenie-17-year-old-week-of-peat,https://img.thewhiskyexchange.com/380/balob.17yov22.jpg?v=202407241,False,70.0,0.7,49.4,164.29,,False,95.83,95.83,136.9,34.58,2.77,Premium,0.0,No Discount,17.0,True,16–18,Standard (70cl),46–50%,False
2025-12-29 22:14:29,Single Malt,19204,Talisker Storm,Talisker,70cl / 45.8%,44.79,(£76.79 per litre),Island,,https://www.thewhiskyexchange.com/p/19204/talisker-storm,https://img.thewhiskyexchange.com/380/talob.non7.jpg?v=202407241,False,70.0,0.7,45.8,76.79,,False,44.79,44.79,63.99,32.059999999999995,1.4,Premium,0.0,No Discount,,False,,Standard (70cl),43–46%,False
2025-12-29 22:14:29,Single Malt,82970,Ardnahoe Infinite Loch,Ardnahoe,70cl / 50%,47.92,(£82.14 per litre),Islay,,https://www.thewhiskyexchange.com/p/82970/ardnahoe-infinite-loch,https://img.thewhiskyexchange.com/380/anhob.non1.jpg?v=202407241,False,70.0,0.7,50.0,82.14,,False,47.92,47.92,68.46,35.0,1.37,Premium,0.0,No Discount,,False,,Standard (70cl),46–50%,True
2025-12-29 22:14:29,Single Malt,45301,Mortlach 20 Year Old / Cowie's Blue Seal,Mortlach,70cl / 43.4%,207.5,(£284.29 per litre),Speyside,Clearance Offer: £50 Off!,https://www.thewhiskyexchange.com/p/45301/mortlach-20-year-old-cowies-blue-seal,https://img.thewhiskyexchange.com/380/mtlob.20yo.jpg?v=202407241,False,70.0,0.7,43.4,284.29,50.0,True,257.5,257.5,367.86,30.379999999999995,8.48,Luxury,19.42,Medium (10–20%),20.0,True,19–25,Standard (70cl),43–46%,False
2025-12-29 22:14:29,Single Malt,40978,Aberfeldy 12 Year Old / The Golden Dram,Aberfeldy,70cl / 40%,38.75,(£66.43 per litre),Highland,,https://www.thewhiskyexchange.com/p/40978/aberfeldy-12-year-old-the-golden-dram,https://img.thewhiskyexchange.com/380/abfob.12yov4.jpg?v=202407241,False,70.0,0.7,40.0,66.43,,False,38.75,38.75,55.36,28.0,1.38,Budget,0.0,No Discount,12.0,True,11–15,Standard (70cl),≤40%,False
2025-12-29 22:14:29,Single Malt,82049,Bowmore 12 Year Old / Sherry Oak,Bowmore,70cl / 40%,46.62,(£79.93 per litre),Islay,,https://www.thewhiskyexchange.com/p/82049/bowmore-12-year-old-sherry-oak,https://img.thewhiskyexchange.com/380/bowob.12yov41.jpg?v=202407241,False,70.0,0.7,40.0,79.93,,False,46.62,46.62,66.6,28.0,1.66,Premium,0.0,No Discount,12.0,True,11–15,Standard (70cl),≤40%,False
2025-12-29 22:14:29,Single Malt,83922,Whitlaw 2013 / 11 Year Old / PX Finish / Signatory for The Whisky Exchange,Highland Park,70cl / 58%,70.79,(£121.36 per litre),Island,,https://www.thewhiskyexchange.com/p/83922/whitlaw-2013-11-year-old-px-finish-signatory-for-the-whisky-exchange,https://img.thewhiskyexchange.com/380/hlpsig2013v1.jpg?v=202407241,False,70.0,0.7,58.0,121.36,,False,70.79,70.79,101.13,40.599999999999994,1.74,Premium,0.0,No Discount,11.0,True,11–15,Standard (70cl),50%+,True
2025-12-29 22:14:29,Single Malt,2133,Glengoyne 10 Year Old,Glengoyne,70cl / 40%,33.29,(£57.07 per litre),Highland,,https://www.thewhiskyexchange.com/p/2133/glengoyne-10-year-old,https://img.thewhiskyexchange.com/380/ggoob.10yov1.jpg?v=202407241,False,70.0,0.7,40.0,57.07,,False,33.29,33.29,47.56,28.0,1.19,Budget,0.0,No Discount,10.0,True,≤10,Standard (70cl),≤40%,False
2025-12-29 22:14:29,Single Malt,79557,Knockando 21 Year Old Master Reserve / Glass Pack,Knockando,70cl / 43%,100.0,(£171.43 per litre),Speyside,,https://www.thewhiskyexchange.com/p/79557/knockando-21-year-old-master-reserve-glass-pack,https://img.thewhiskyexchange.com/380/kadob.21yov1.jpg?v=202407241,False,70.0,0.7,43.0,171.43,,False,100.0,100.0,142.86,30.099999999999998,3.32,Premium,0.0,No Discount,21.0,True,19–25,Standard (70cl),40–43%,False
2025-12-29 22:14:29,Single Malt,81531,Balvenie 2009 / 14 Year Old / Bourbon Barrel / A Collection of Curious Casks,Balvenie,70cl / 47.8%,72.92,(£125 per litre),Speyside,,https://www.thewhiskyexchange.com/p/81531/balvenie-2009-14-year-old-bourbon-barrel-a-collection-of-curious-casks,https://img.thewhiskyexchange.com/380/balob.2009.jpg?v=202407241,False,70.0,0.7,47.8,125.0,,False,72.92,72.92,104.17,33.459999999999994,2.18,Premium,0.0,No Discount,14.0,True,11–15,Standard (70cl),46–50%,False
2025-12-29 22:14:29,Single Malt,85813,Glenturret Triple Wood / 2025 Release,Glenturret,70cl / 45%,49.12,(£84.21 per litre),Highland,,https://www.thewhiskyexchange.com/p/85813/glenturret-triple-wood-2025-release,https://img.thewhiskyexchange.com/380/gtuob.non13.jpg?v=202407241,False,70.0,0.7,45.0,84.21,,False,49.12,49.12,70.17,31.499999999999996,1.56,Premium,0.0,No Discount,,False,,Standard (70cl),43–46%,False
2025-12-29 22:14:29,Single Malt,83918,Macallan 1998 / 26 Year Old / Cask #21603913 / Speymalt / Gordon & MacPhail,Macallan,70cl / 52.8%,379.17,(£650 per litre),Speyside,,https://www.thewhiskyexchange.com/p/83918/macallan-1998-26-year-old-cask-21603913-speymalt-gordon-macphail,https://img.thewhiskyexchange.com/380/macg!m1998v3.jpg?v=202407241,False,70.0,0.7,52.8,650.0,,False,379.17,379.17,541.67,36.959999999999994,10.26,Luxury,0.0,No Discount,26.0,True,25+,Standard (70cl),50%+,True
2025-12-29 22:14:29,Single Malt,28323,Glenlivet Founder's Reserve,Glenlivet,70cl / 40%,31.46,(£53.93 per litre),Speyside,,https://www.thewhiskyexchange.com/p/28323/glenlivet-founders-reserve,https://img.thewhiskyexchange.com/380/glvob.non11.jpg?v=202407241,False,70.0,0.7,40.0,53.93,,False,31.46,31.46,44.94,28.0,1.12,Budget,0.0,No Discount,,False,,Standard (70cl),≤40%,False
2025-12-29 22:14:34,Single Malt,72522,Glendronach Ode to the Valley,Glendronach,70cl / 46.2%,48.54,(£83.21 per litre),Highland,,https://www.thewhiskyexchange.com/p/72522/glendronach-ode-to-the-valley,https://img.thewhiskyexchange.com/380/grnob.non19.jpg?v=202407241,False,70.0,0.7,46.2,83.21,,False,48.54,48.54,69.34,32.34,1.5,Premium,0.0,No Discount,,False,,Standard (70cl),46–50%,False
2025-12-29 22:14:34,Single Malt,85799,Macallan Rare Cask / 2024 Release,Macallan,70cl / 43%,250.0,(£428.57 per litre),Speyside,,https://www.thewhiskyexchange.com/p/85799/macallan-rare-cask-2024-release,https://img.thewhiskyexchange.com/380/macob.non194.jpg?v=202407241,False,70.0,0.7,43.0,428.57,,False,250.0,250.0,357.14,30.099999999999998,8.31,Luxury,0.0,No Discount,,False,,Standard (70cl),40–43%,False
2025-12-29 22:14:34,Single Malt,70793,Dalwhinnie Distillers Edition,Dalwhinnie,70cl / 43%,64.58,(£110.71 per litre),Speyside,,https://www.thewhiskyexchange.com/p/70793/dalwhinnie-distillers-edition,https://img.thewhiskyexchange.com/380/dalob.non4.jpg?v=202407241,False,70.0,0.7,43.0,110.71,,False,64.58,64.58,92.26,30.099999999999998,2.15,Premium,0.0,No Discount,,False,,Standard (70cl),40–43%,False
2025-12-29 22:14:34,Single Malt,82856,Glenburgie 1996 / 28 Year Old / Connoisseurs Choice for The Whisky Exchange,Glenburgie,70cl / 54.8%,229.17,(£392.86 per litre),Speyside,,https://www.thewhiskyexchange.com/p/82856/glenburgie-1996-28-year-old-connoisseurs-choice-for-the-whisky-exchange,https://img.thewhiskyexchange.com/380/gbgcc.1996.jpg?v=202407241,False,70.0,0.7,54.8,392.86,,False,229.17,229.17,327.39,38.35999999999999,5.97,Luxury,0.0,No Discount,28.0,True,25+,Standard (70cl),50%+,True
2025-12-29 22:14:34,Single Malt,73229,Inchgower 14 Year Old / Flora & Fauna,Inchgower,70cl / 43%,49.79,(£85.36 per litre),Speyside,,https://www.thewhiskyexchange.com/p/73229/inchgower-14-year-old-flora-fauna,https://img.thewhiskyexchange.com/380/ingob.14yo.jpg?v=202407241,False,70.0,0.7,43.0,85.36,,False,49.79,49.79,71.13,30.099999999999998,1.65,Premium,0.0,No Discount,14.0,True,11–15,Standard (70cl),40–43%,False
2025-12-29 22:14:34,Single Malt,85778,Lochlea Dark Briar / Single Estate Collection,Lochlea,70cl / 46%,40.79,(£69.93 per litre),Lowland,,https://www.thewhiskyexchange.com/p/85778/lochlea-dark-briar-single-estate-collection,https://img.thewhiskyexchange.com/380/lolob.non18.jpg?v=202407241,False,70.0,0.7,46.0,69.93,,False,40.79,40.79,58.27,32.199999999999996,1.27,Premium,0.0,No Discount,,False,,Standard (70cl),43–46%,False
2025-12-29 22:14:34,Single Malt,81587,Speyside (M) 2005 / 18 Year Old / Signatory for Whisky Show 2024,Macallan,70cl / 61.2%,195.83,(£335.71 per litre),Speyside,,https://www.thewhiskyexchange.com/p/81587/speyside-m-2005-18-year-old-signatory-for-whisky-show-2024,https://img.thewhiskyexchange.com/380/macsig2005v4.jpg?v=202407241,False,70.0,0.7,61.2,335.71,,False,195.83,195.83,279.76,42.839999999999996,4.57,Luxury,0.0,No Discount,18.0,True,16–18,Standard (70cl),50%+,True
2025-12-29 22:14:34,Single Malt,61863,Lagavulin 2008 / 12 Year Old / Special Releases 2021,Lagavulin,70cl / 56.5%,106.67,(£182.86 per litre),Islay,,https://www.thewhiskyexchange.com/p/61863/lagavulin-2008-12-year-old-special-releases-2021,https://img.thewhiskyexchange.com/380/lgvob.12yov47.jpg?v=202407241,False,70.0,0.7,56.5,182.86,,False,106.67,106.67,152.39,39.55,2.7,Premium,0.0,No Discount,12.0,True,11–15,Standard (70cl),50%+,True
2025-12-29 22:14:34,Single Malt,85598,Glenrothes 2015 / 10 Year Old / 100 Proof Edition #50 / Signatory,Glenrothes,70cl / 57.1%,38.75,(£66.43 per litre),Speyside,,https://www.thewhiskyexchange.com/p/85598/glenrothes-2015-10-year-old-100-proof-edition-50-signatory,https://img.thewhiskyexchange.com/380/grssig2015v1.jpg?v=202407241,False,70.0,0.7,57.1,66.43,,False,38.75,38.75,55.36,39.97,0.97,Budget,0.0,No Discount,10.0,True,≤10,Standard (70cl),50%+,True
2025-12-29 22:14:34,Single Malt,68806,Glen Grant 2000 / 22 Year Old / Sherry Finish /Signatory for The Whisky Exchange,Glen Grant,70cl / 57.1%,215.0,(£368.57 per litre),Speyside,,https://www.thewhiskyexchange.com/p/68806/glen-grant-2000-22-year-old-sherry-finish-signatory-for-the-whisky-exchange,https://img.thewhiskyexchange.com/380/ggtsig2000.jpg?v=202407241,False,70.0,0.7,57.1,368.57,,False,215.0,215.0,307.14,39.97,5.38,Luxury,0.0,No Discount,22.0,True,19–25,Standard (70cl),50%+,True
2025-12-29 22:14:34,Single Malt,3414,Laphroaig Quarter Cask,Laphroaig,70cl / 48%,39.96,(£68.50 per litre),Islay,,https://www.thewhiskyexchange.com/p/3414/laphroaig-quarter-cask,https://img.thewhiskyexchange.com/380/lrgob.non1.jpg?v=202407241,False,70.0,0.7,48.0,68.5,,False,39.96,39.96,57.09,33.599999999999994,1.19,Budget,0.0,No Discount,,False,,Standard (70cl),46–50%,False
2025-12-29 22:14:34,Single Malt,83210,Glendronach Ode to the Embers,Glendronach,70cl / 48.4%,50.62,(£81.79 per litre),Highland,Special Offer: £3.50 Off!,https://www.thewhiskyexchange.com/p/83210/glendronach-ode-to-the-embers,https://img.thewhiskyexchange.com/380/grnob.non21.jpg?v=202407241,False,70.0,0.7,48.4,81.79,3.5,True,54.12,54.12,77.31,33.879999999999995,1.6,Premium,6.47,Low (≤10%),,False,,Standard (70cl),46–50%,False
2025-12-29 22:14:34,Single Malt,56102,Benriach The Smoky Ten / 10 Year Old,Benriach,70cl / 46%,36.04,(£54.64 per litre),Speyside,Special Offer: £5 Off!,https://www.thewhiskyexchange.com/p/56102/benriach-the-smoky-ten-10-year-old,https://img.thewhiskyexchange.com/380/bnrob.10yov9.jpg?v=202407241,False,70.0,0.7,46.0,54.64,5.0,True,41.04,41.04,58.63,32.199999999999996,1.27,Premium,12.18,Medium (10–20%),10.0,True,≤10,Standard (70cl),43–46%,False
2025-12-29 22:14:34,Single Malt,83051,Glenrothes 15 Year Old,Glenrothes,70cl / 43%,80.62,(£138.21 per litre),Speyside,,https://www.thewhiskyexchange.com/p/83051/glenrothes-15-year-old,https://img.thewhiskyexchange.com/380/grsob.15yo.jpg?v=202407241,False,70.0,0.7,43.0,138.21,,False,80.62,80.62,115.17,30.099999999999998,2.68,Premium,0.0,No Discount,15.0,True,11–15,Standard (70cl),40–43%,False
2025-12-29 22:14:34,Single Malt,10832,Glen Garioch Founder's Reserve,Glen Garioch,70cl / 48%,31.04,(£53.21 per litre),Highland,,https://www.thewhiskyexchange.com/p/10832/glen-garioch-founders-reserve,https://img.thewhiskyexchange.com/380/ggrob.non1.jpg?v=202407241,False,70.0,0.7,48.0,53.21,,False,31.04,31.04,44.34,33.599999999999994,0.92,Budget,0.0,No Discount,,False,,Standard (70cl),46–50%,False
2025-12-29 22:14:34,Single Malt,68486,Personalised 16 Year Old Highland Scotch Whisky,Highland Park,70cl / 53%,100.0,(£171.43 per litre),Island,,https://www.thewhiskyexchange.com/p/68486/personalised-16-year-old-highland-scotch-whisky,https://img.thewhiskyexchange.com/380/malts_twe16yo.jpg?v=202407241,False,70.0,0.7,53.0,171.43,,False,100.0,100.0,142.86,37.099999999999994,2.7,Premium,0.0,No Discount,16.0,True,16–18,Standard (70cl),50%+,True
2025-12-29 22:14:34,Single Malt,33703,Tomatin 14 Year Old / Tawny Port Finish,Tomatin,70cl / 46%,57.46,(£98.50 per litre),Highland,,https://www.thewhiskyexchange.com/p/33703/tomatin-14-year-old-tawny-port-finish,https://img.thewhiskyexchange.com/380/tomob.14yov1.jpg?v=202407241,False,70.0,0.7,46.0,98.5,,False,57.46,57.46,82.09,32.199999999999996,1.78,Premium,0.0,No Discount,14.0,True,11–15,Standard (70cl),43–46%,False
2025-12-29 22:14:34,Single Malt,81665,Glenmorangie 12 Year Old The Original / Gift Box,Glenmorangie,70cl / 40%,33.75,(£57.86 per litre),Highland,,https://www.thewhiskyexchange.com/p/81665/glenmorangie-12-year-old-the-original-gift-box,https://img.thewhiskyexchange.com/380/gmgob.12yov22.jpg?v=202407241,False,70.0,0.7,40.0,57.86,,False,33.75,33.75,48.21,28.0,1.21,Budget,0.0,No Discount,12.0,True,11–15,Standard (70cl),≤40%,False
2025-12-29 22:14:34,Single Malt,71874,Glenglassaugh 12 Year Old,Glenglassaugh,70cl / 45%,41.25,(£70.71 per litre),Highland,,https://www.thewhiskyexchange.com/p/71874/glenglassaugh-12-year-old,https://img.thewhiskyexchange.com/380/ggsob.12yov3.jpg?v=202407241,False,70.0,0.7,45.0,70.71,,False,41.25,41.25,58.93,31.499999999999996,1.31,Premium,0.0,No Discount,12.0,True,11–15,Standard (70cl),43–46%,False
2025-12-29 22:14:34,Single Malt,84533,Inchdairnie Kinglassie Double Matured 2017 / 8 Year Old,Inchdairnie,70cl / 46.3%,62.46,(£99.93 per litre),Lowland,Special Offer: £5 Off!,https://www.thewhiskyexchange.com/p/84533/inchdairnie-kinglassie-double-matured-2017-8-year-old,https://img.thewhiskyexchange.com/380/incob.2017.jpg?v=202407241,False,70.0,0.7,46.3,99.93,5.0,True,67.46000000000001,67.46000000000001,96.37,32.41,2.08,Premium,7.41,Low (≤10%),8.0,True,≤10,Standard (70cl),46–50%,False
2025-12-29 22:14:34,Single Malt,66295,Glenfiddich Orchard Experiment / Experimental Series #05,Glenfiddich,70cl / 43%,39.58,(£67.86 per litre),Speyside,,https://www.thewhiskyexchange.com/p/66295/glenfiddich-orchard-experiment-experimental-series-05,https://img.thewhiskyexchange.com/380/gfdob.non80.jpg?v=202407241,False,70.0,0.7,43.0,67.86,,False,39.58,39.58,56.54,30.099999999999998,1.31,Budget,0.0,No Discount,,False,,Standard (70cl),40–43%,False
2025-12-29 22:14:34,Single Malt,85906,Dailuaine 2015 / 10 Year Old / James Eadie,Dailuaine,70cl / 48.3%,36.62,(£62.79 per litre),Speyside,,https://www.thewhiskyexchange.com/p/85906/dailuaine-2015-10-year-old-james-eadie,https://img.thewhiskyexchange.com/380/dlnead2015.jpg?v=202407241,False,70.0,0.7,48.3,62.79,,False,36.62,36.62,52.31,33.809999999999995,1.08,Budget,0.0,No Discount,10.0,True,≤10,Standard (70cl),46–50%,False
2025-12-29 22:14:34,Single Malt,85777,Lochlea Orchard and Oak / Single Estate Collection,Lochlea,70cl / 46%,40.79,(£69.93 per litre),Lowland,,https://www.thewhiskyexchange.com/p/85777/lochlea-orchard-and-oak-single-estate-collection,https://img.thewhiskyexchange.com/380/lolob.non17.jpg?v=202407241,False,70.0,0.7,46.0,69.93,,False,40.79,40.79,58.27,32.199999999999996,1.27,Premium,0.0,No Discount,,False,,Standard (70cl),43–46%,False
2025-12-29 22:14:34,Single Malt,63067,Highland Park 15 Year Old / Viking Heart,Highland Park,70cl / 44%,74.96,(£128.50 per litre),Island,,https://www.thewhiskyexchange.com/p/63067/highland-park-15-year-old-viking-heart,https://img.thewhiskyexchange.com/380/hlpob.15yov7.jpg?v=202407241,False,70.0,0.7,44.0,128.5,,False,74.96,74.96,107.09,30.799999999999997,2.43,Premium,0.0,No Discount,15.0,True,11–15,Standard (70cl),43–46%,False
2025-12-29 22:14:38,Single Malt,16932,Glenglassaugh Revival,Glenglassaugh,70cl / 46%,33.75,(£57.86 per litre),Highland,,https://www.thewhiskyexchange.com/p/16932/glenglassaugh-revival,https://img.thewhiskyexchange.com/380/ggsob.non7.jpg?v=202407241,False,70.0,0.7,46.0,57.86,,False,33.75,33.75,48.21,32.199999999999996,1.05,Budget,0.0,No Discount,,False,,Standard (70cl),43–46%,False
2025-12-29 22:14:38,Single Malt,85601,Macduff 2011 / 13 Year Old / 100 Proof Edition #55 / Signatory,Macduff,70cl / 57.1%,38.75,(£66.43 per litre),Highland,,https://www.thewhiskyexchange.com/p/85601/macduff-2011-13-year-old-100-proof-edition-55-signatory,https://img.thewhiskyexchange.com/380/mdfsig2011.jpg?v=202407241,False,70.0,0.7,57.1,66.43,,False,38.75,38.75,55.36,39.97,0.97,Budget,0.0,No Discount,13.0,True,11–15,Standard (70cl),50%+,True
2025-12-29 22:14:38,Single Malt,85288,Benrinnes 2012 / 13 Year Old / 100 Proof Edition 56 / Signatory,Benrinnes,70cl / 57.1%,40.42,(£69.29 per litre),Speyside,,https://www.thewhiskyexchange.com/p/85288/benrinnes-2012-13-year-old-100-proof-edition-56-signatory,https://img.thewhiskyexchange.com/380/brnsig2012v2.jpg?v=202407241,False,70.0,0.7,57.1,69.29,,False,40.42,40.42,57.74,39.97,1.01,Premium,0.0,No Discount,13.0,True,11–15,Standard (70cl),50%+,True
2025-12-29 22:14:38,Single Malt,86610,Kilchoman Machir Bay Cask Strength / 2025 Edition,Kilchoman,70cl / 58.1%,49.96,(£85.64 per litre),Islay,,https://www.thewhiskyexchange.com/p/86610/kilchoman-machir-bay-cask-strength-2025-edition,https://img.thewhiskyexchange.com/380/kilob.non62.jpg?v=202407241,False,70.0,0.7,58.1,85.64,,False,49.96,49.96,71.37,40.67,1.23,Premium,0.0,No Discount,,False,,Standard (70cl),50%+,True
2025-12-29 22:14:38,Single Malt,85176,Ardnamurchan The Midgie / 2025 Release,Ardnamurchan,70cl / 48%,42.46,(£72.79 per litre),Highland,,https://www.thewhiskyexchange.com/p/85176/ardnamurchan-the-midgie-2025-release,https://img.thewhiskyexchange.com/380/amcob.non27.jpg?v=202407241,False,70.0,0.7,48.0,72.79,,False,42.46,42.46,60.66,33.599999999999994,1.26,Premium,0.0,No Discount,,False,,Standard (70cl),46–50%,False
2025-12-29 22:14:38,Single Malt,30154,Glen Scotia 15 Year Old,Glen Scotia,70cl / 46%,60.42,(£103.57 per litre),Campbeltown,,https://www.thewhiskyexchange.com/p/30154/glen-scotia-15-year-old,https://img.thewhiskyexchange.com/380/gstob.15yov1.jpg?v=202407241,False,70.0,0.7,46.0,103.57,,False,60.42,60.42,86.31,32.199999999999996,1.88,Premium,0.0,No Discount,15.0,True,11–15,Standard (70cl),43–46%,False
2025-12-29 22:14:38,Single Malt,84309,Ardnahoe Bholsa,Ardnahoe,70cl / 50%,50.42,(£86.43 per litre),Islay,,https://www.thewhiskyexchange.com/p/84309/ardnahoe-bholsa,https://img.thewhiskyexchange.com/380/anhob.non2.jpg?v=202407241,False,70.0,0.7,50.0,86.43,,False,50.42,50.42,72.03,35.0,1.44,Premium,0.0,No Discount,,False,,Standard (70cl),46–50%,True
2025-12-29 22:14:38,Single Malt,82897,Fettercairn 16 Year Old,Fettercairn,70cl / 46.4%,71.62,(£122.79 per litre),Highland,,https://www.thewhiskyexchange.com/p/82897/fettercairn-16-year-old,https://img.thewhiskyexchange.com/380/ofcob.16yov5.jpg?v=202407241,False,70.0,0.7,46.4,122.79,,False,71.62,71.62,102.31,32.48,2.21,Premium,0.0,No Discount,16.0,True,16–18,Standard (70cl),46–50%,False
2025-12-29 22:14:38,Single Malt,85680,Singleton of Glen Ord 17 Year Old / Special Releases 2025,Glen Ord,70cl / 55.5%,133.33,(£228.57 per litre),Highland,,https://www.thewhiskyexchange.com/p/85680/singleton-of-glen-ord-17-year-old-special-releases-2025,https://img.thewhiskyexchange.com/380/godob.17yo.jpg?v=202407241,False,70.0,0.7,55.5,228.57,,False,133.33,133.33,190.47,38.849999999999994,3.43,Luxury,0.0,No Discount,17.0,True,16–18,Standard (70cl),50%+,True
2025-12-29 22:14:38,Single Malt,80994,Isle of Raasay Single Malt Cask Strength / 2024 Release,Isle of Raasay,70cl / 61.6%,54.79,(£93.93 per litre),Island,,https://www.thewhiskyexchange.com/p/80994/isle-of-raasay-single-malt-cask-strength-2024-release,https://img.thewhiskyexchange.com/380/raaob.non14.jpg?v=202407241,False,70.0,0.7,61.6,93.93,,False,54.79,54.79,78.27,43.12,1.27,Premium,0.0,No Discount,,False,,Standard (70cl),50%+,True
2025-12-29 22:14:38,Single Malt,85616,Dailuaine 21 Year Old / Special Releases 2025,Dailuaine,70cl / 54.3%,279.17,(£478.57 per litre),Speyside,,https://www.thewhiskyexchange.com/p/85616/dailuaine-21-year-old-special-releases-2025,https://img.thewhiskyexchange.com/380/dlnob.21yo.jpg?v=202407241,False,70.0,0.7,54.3,478.57,,False,279.17,279.17,398.81,38.01,7.34,Luxury,0.0,No Discount,21.0,True,19–25,Standard (70cl),50%+,True
2025-12-29 22:14:38,Single Malt,2516,Glenmorangie Signet,Glenmorangie,70cl / 46%,166.67,(£285.71 per litre),Highland,,https://www.thewhiskyexchange.com/p/2516/glenmorangie-signet,https://img.thewhiskyexchange.com/380/gmgob.non4.jpg?v=202407241,False,70.0,0.7,46.0,285.71,,False,166.67,166.67,238.1,32.199999999999996,5.18,Luxury,0.0,No Discount,,False,,Standard (70cl),43–46%,False
2025-12-29 22:14:38,Single Malt,2036,Glenfarclas 12 Year Old,Glenfarclas,70cl / 43%,48.75,(£83.57 per litre),Speyside,,https://www.thewhiskyexchange.com/p/2036/glenfarclas-12-year-old,https://img.thewhiskyexchange.com/380/gfcob.12yov1.jpg?v=202407241,False,70.0,0.7,43.0,83.57,,False,48.75,48.75,69.64,30.099999999999998,1.62,Premium,0.0,No Discount,12.0,True,11–15,Standard (70cl),40–43%,False
2025-12-29 22:14:38,Single Malt,86552,Orkney (HP) 2005 / 20 Year Old /  Cask #DRU17/A63 #2 / Signatory,Highland Park,70cl / 55.2%,120.83,(£207.14 per litre),Island,,https://www.thewhiskyexchange.com/p/86552/orkney-hp-2005-20-year-old-cask-dru17a63-2-signatory,https://img.thewhiskyexchange.com/380/hlpsig2005v10.jpg?v=202407241,False,70.0,0.7,55.2,207.14,,False,120.83,120.83,172.61,38.64,3.13,Luxury,0.0,No Discount,20.0,True,19–25,Standard (70cl),50%+,True
2025-12-29 22:14:38,Single Malt,82901,Highland Park 18 Year Old,Highland Park,70cl / 43%,114.17,(£195.71 per litre),Island,Special Offer: Free Highland Park Water Jug,https://www.thewhiskyexchange.com/p/82901/highland-park-18-year-old,https://img.thewhiskyexchange.com/380/hlpob.18yov16.jpg?v=202407241,False,70.0,0.7,43.0,195.71,,False,114.17,114.17,163.1,30.099999999999998,3.79,Premium,0.0,No Discount,18.0,True,16–18,Standard (70cl),40–43%,False
2025-12-29 22:14:38,Single Malt,72934,Smokehead Twisted Stout,Smokehead,70cl / 43%,37.46,(£64.21 per litre),Highland,,https://www.thewhiskyexchange.com/p/72934/smokehead-twisted-stout,https://img.thewhiskyexchange.com/380/malts_smo7.jpg?v=202407241,False,70.0,0.7,43.0,64.21,,False,37.46,37.46,53.51,30.099999999999998,1.24,Budget,0.0,No Discount,,False,,Standard (70cl),40–43%,False
